"id","course_id","module_id","chapter_name","chapter_description","added_date","modified_date","status"
"4202","22","544","Legal compliances typically insisted upon by the Government for evaluating eligibility criteria of bidders;",,"2020-06-22 07:03:55",NULL,"A"
"4203","22","544","Prohibition of unfair bidding practices – a discussion on bid-rigging;",,"2020-06-22 07:04:02",NULL,"A"
"4204","22","544","Reservations for startups and SMEs.",,"2020-06-22 07:04:13",NULL,"A"
"4205","22","544","Sample Documents","<p>Notice inviting tenders;</p>

<p>Public-Private Partnership and Concession Agreements.</p>","2020-06-22 07:04:28",NULL,"A"
"4206","22","545","Important laws under which directors face criminal liability - tax laws, labour laws, environmental laws, Benami Transactions Act, FSSAI, Legal Metrology, Black Money Act, PMLA, intellectual property ",,"2020-06-22 07:04:44",NULL,"A"
"4207","22","545","Key concerns for directors - arrest, bail, quashing and criminal litigation;",,"2020-06-22 07:04:55",NULL,"A"
"4208","22","545","How to read CrPC with sector specific criminal law provisions;",,"2020-06-22 07:05:02",NULL,"A"
"4209","22","545","Petitions under Section 482.",,"2020-06-22 07:05:10",NULL,"A"
"4210","22","546","Five must have systems around corporate governance in litigations;",,"2020-06-22 07:05:46",NULL,"A"
"4211","22","546","How in-house counsels manage litigation:","<p>How to get facts and evidence from internal teams;</p>

<p>How to build a local counsel network;&nbsp;</p>

<p>How and when to engage law firms;</p>

<p>How to shortlist arguing counsels;&nbsp;</p>

<p>In-house counsel&rsquo;s responsibility for the development of arguments;</p>

<p>Measurement and communication of economics and ROI with management;&nbsp;</p>

<p>How to involve business teams in litigation strategy;&nbsp;</p>

<p>How to create litigation roadmaps/branches/tree diagrams;</p>","2020-06-22 07:06:02",NULL,"A"
"4212","22","546","Litigation strategy for money recovery suits;",,"2020-06-22 07:06:10",NULL,"A"
"4213","22","546","Labor and employment litigation;",,"2020-06-22 07:06:16",NULL,"A"
"4214","22","546","Civil litigation and contract enforcement;",,"2020-06-22 07:06:29",NULL,"A"
"4215","22","546","Consumer litigation strategies for consumer-facing companies;",,"2020-06-22 07:06:35",NULL,"A"
"4216","22","546","GST litigation;",,"2020-06-22 07:06:41",NULL,"A"
"4217","22","546","When to opt for a writ under Article 226 and SLPs;",,"2020-06-22 07:06:48",NULL,"A"
"4218","22","546","How to prepare a litigation management dashboard;",,"2020-06-22 07:06:55",NULL,"A"
"4219","22","546","How and when to communicate with CAs, CS, other compliance team;",,"2020-06-22 07:07:02",NULL,"A"
"4220","22","546","How and when to train internal members.",,"2020-06-22 07:07:11",NULL,"A"
"4221","89","547","Chapters I and II of the Companies Act, 2013","<p>Lesson 1: Important concepts in Companies Act, 2013<br />
Lesson 2: How to incorporate a private limited company<br />
Lesson 3: How to incorporate a public limited company<br />
Lesson 4: How to draft Memorandum of Association<br />
Lesson 5: How to draft Articles of Association<br />
Lesson 6: How to alter Memorandum of Association</p>

<p>Topic-wise assignments for this module- 100 MCQs (indicative)</p>","2020-09-07 03:56:57",NULL,"A"
"4222","89","547","Chapter III of the Companies Act, 2013","<p>Lesson 1: Offer documents<br />
Lesson 2: Advertisement of prospectus<br />
Lesson 3: Liability for Mis-statements in prospectus<br />
Lesson 4: Private placement of securities</p>

<p>Topic-wise assignments for this module- 100 MCQs (indicative)</p>","2020-09-07 03:57:29",NULL,"A"
"4223","89","547","Chapter IV of the Companies Act, 2013","<p>Lesson 1: Types of Securities<br />
Lesson 2: Transfer of Shares<br />
Lesson 3: Rights Issues<br />
Lesson 4: Bonus Issues<br />
Lesson 5: Reduction of Capital<br />
Lesson 6: Debentures<br />
Lesson 7: Why do companies buy back their shares</p>

<p>Topic-wise assignments for this module- 125 MCQs (indicative)</p>

<p>&nbsp;</p>","2020-09-07 03:58:27",NULL,"A"
"4224","89","547","Chapters V, VI, VII and VIII of the Companies Act, 2013","<p>Lesson 1: Acceptance of Deposits by Companies<br />
Lesson 2: Compliances in relation to registration of charges<br />
Lesson 3: Register and records of the company<br />
Lesson 4: Shareholder meetings: Legal and governance aspects<br />
Lesson 5: Dividends</p>

<p>Topic-wise assignments for this module- 100 MCQs (indicative)</p>","2020-09-07 03:58:50",NULL,"A"
"4225","89","547","Chapters IX and X of the Companies Act, 2013","<p>Lesson 1: Accounting and the law<br />
Lesson 2: Approval of financial statements of listed companies<br />
Lesson 3: Auditors: Appointment, role and removal under the Companies Act, 2013</p>

<p>Topic-wise assignments for this module- 75 MCQs (indicative)</p>","2020-09-07 03:59:31",NULL,"A"
"4226","89","547","Chapter XI of the Companies Act, 2013","<p>Lesson 1: Appointment of Directors<br />
Lesson 2: Different types of Directors<br />
Lesson 3: Independent Directors<br />
Lesson 4: Liabilities of Directors</p>

<p>Topic-wise assignments for this module- 100 MCQs (indicative)</p>","2020-09-07 03:59:51",NULL,"A"
"4227","89","547","Chapter XII of the Companies Act, 2013","<p>Lesson 1: Board meeting and best practice aspects<br />
Lesson 2: Convening of meetings through video conferencing<br />
Lesson 3: Related party transactions<br />
Video: When and why do companies need to enter into related party transactions&nbsp;<br />
Video: Who qualifies as related party&nbsp;<br />
Lesson 4: Inter corporate transactions<br />
Lesson 5: How can Audit committees act as a safeguard<br />
Lesson 6: Nomination and remuneration committee</p>

<p>Topic-wise assignments for this module- 100 MCQs (indicative)</p>","2020-09-07 04:00:19",NULL,"A"
"4228","89","547","Chapter XIII of the Companies Act, 2013","<p>Lesson 1: Roles and responsibilities of a Managing Director<br />
Lesson 2: CEO, COO, CFO: Roles and responsibilities<br />
Lesson 3: Managerial Remuneration<br />
Note: Secretarial Audit<br />
Video: Regulation of severance compensation for directors</p>

<p>Topic-wise assignments for this module- 25 MCQs (indicative)</p>","2020-09-07 04:00:43",NULL,"A"
"4229","89","547","Chapter XV of the Companies Act, 2013","<p>Lesson 1: How to obtain dispensation from conducting meetings of members and creditors<br />
Lesson 2: How to draft a petition for approval of a scheme of arrangement<br />
Lesson 3: Fast track mergers in India</p>

<p>Topic-wise assignments for this module- 50 MCQs (indicative)</p>","2020-09-07 04:01:11",NULL,"A"
"4230","89","547","Chapters XVI, XXVII, XXVIII and XXIX of the Companies Act, 2013","<p>Lesson 1: When and how can you file a petition against oppression and mismanagement<br />
Lesson 2: A primer on matters which can be dealt with by NCLT<br />
Lesson 3: Special courts under the Companies Act, 2013<br />
Lesson 4: Fraud and other offences under the Companies Act, 2013<br />
Lesson 5: Dormant companies under the Companies Act 2013</p>

<p>Topic-wise assignments for this module- 200 MCQs (indicative)</p>","2020-09-07 04:01:38",NULL,"A"
"4231","89","547","Limited Liability Partnerships","<p>Lesson 1: Basics of Limited Liability Partnerships<br />
Lesson 2: Steps for incorporation of an LLP<br />
Lesson 3: Annual and periodic compliance for LLPs<br />
Lesson 4: Comparison between an LLP and a Company</p>

<p>Topic-wise assignments for this module- 50-100 MCQs (indicative)</p>","2020-09-07 04:01:57",NULL,"A"
"4232","89","547","Insolvency and Bankruptcy Code, 2016","<p>Lesson 1: Introduction to IBC and its purpose<br />
Lesson 2: Glossary of terms and explanation of key concepts in IBC<br />
Lesson 3: Overview of corporate insolvency resolution process<br />
Lesson 4: Role of National Company Law Tribunal (NCLT) in approval / rejection of resolution plan<br />
Lesson 5: Liquidation process under IBC</p>

<p>Topic-wise assignments for this module- 100 MCQs (indicative)</p>","2020-09-07 04:02:21",NULL,"A"
"4233","89","548","Capital markets and securities laws","<p>Lesson 1: Introduction to capital markets - I<br />
Lesson 2: Introduction to capital markets - II<br />
Lesson 4: Who are the intermediaries regulated by SEBI?<br />
Lesson 5: What are depositories?</p>

<p>Topic-wise assignments for this module- 150 MCQs (indicative)</p>","2020-09-07 04:03:12",NULL,"A"
"4234","89","548","Power of Institutional Regulators","<p>Lesson 1: Role and functions of SEBI, establishment and regulation of stock exchanges<br />
Lesson 2: Securities Appellate Tribunal: Constitution and jurisdiction&nbsp;<br />
Lesson 3: How to make a complaint to SEBI (SCORES portal)&nbsp;<br />
Lesson 4: How to get informal guidance from SEBI<br />
Lesson 5: SEBI (Ombudsman) Regulations, 2003</p>

<p>Topic-wise assignments for this module- 250 MCQs (indicative)</p>","2020-09-07 04:03:43",NULL,"A"
"4235","89","548","Issue, buyback, listing and delisting of Securities","<p>Lesson 1: Types of Securities<br />
Lesson 2: IPO Concept, Eligibility and Regulations<br />
Lesson 3: IPO: Pricing, process and allotment<br />
Lesson 4: ESOP, ESPS and Sweat Equity<br />
Lesson 5: Indian Depository Receipts and Global Depository Receipts&nbsp;<br />
Lesson 6: How do buybacks of shares of listed companies work?<br />
Lesson 7: Liabilities of directors under SEBI (Listing Obligations and Disclosure Requirements) Regulations 2005<br />
Lesson 8: Delisting of Securities</p>

<p>Topic-wise assignments for this module- 400 MCQs (indicative)</p>","2020-09-07 04:04:27",NULL,"A"
"4236","89","548","Takeovers and Insider trading","<p>Lesson 1: Takeovers of listed companies: basic concepts<br />
Lesson 2: Indirect and Creeping Acquisition<br />
Lesson 3: Five essential ingredients of an open offer<br />
Lesson 4: Competing offers and Voluntary offers<br />
Lesson 5: How to secure exemption from making public announcement of open offer<br />
Lesson 6: How to ensure compliance with Insider trading regulations</p>

<p>Topic-wise assignments for this module- 225 MCQs (indicative)</p>","2020-09-07 04:04:57",NULL,"A"
"4237","89","548","Mutual funds and Collective Investment schemes","<p>Lesson 1: How do venture capital funds and private equity deals work<br />
Lesson 2: Regulation of angel investors and angel funds&nbsp;<br />
Lesson 3: Real estate investment trust (REIT)<br />
Lesson 4: How do Mutual Funds / Collective Investment Schemes work?&nbsp;<br />
Lesson 5: What are Hedge Funds and what do they do?</p>

<p>Topic-wise assignments for this module- 250 MCQs (indicative)</p>","2020-09-07 04:05:32",NULL,"A"
"4238","89","548","Taxation Law","<p>Lesson 1: General Principles of Taxation<br />
Lesson 2: Tax aspects related to investment transactions<br />
Lesson 3: Taxation of Foreign Companies (PoEM Rules)<br />
Lesson 4: Capital Gains<br />
Lesson 5: Securities Transaction Tax</p>

<p>Topic-wise assignments for this module- 100-200 MCQs (indicative)</p>","2020-09-07 04:07:01",NULL,"A"
"4239","89","549","Lesson 1: Preamble to the Indian Constitution",,"2020-06-25 03:38:42",NULL,"A"
"4240","89","549","Lesson 2: Essence of Fundamental Rights",,"2020-06-25 03:38:50",NULL,"A"
"4241","89","549","Lesson 3: Fundamental Freedoms under the Indian Constitution",,"2020-06-25 03:38:58",NULL,"A"
"4242","89","549","Lesson 4: Directive Principles of State Policy",,"2020-06-25 03:39:05",NULL,"A"
"4243","89","549","Lesson 5: Fundamental Duties",,"2020-06-25 03:39:16",NULL,"A"
"4244","89","549","Lesson 6: Powers and Functions of President",,"2020-06-25 03:39:24",NULL,"A"
"4245","89","549","Lesson 7: The State Executive",,"2020-06-25 03:39:33",NULL,"A"
"4246","89","549","Lesson 8: The Union Territories and Tribal Areas",,"2020-06-25 03:39:48",NULL,"A"
"4247","89","549","Lesson 9: Status of Panchayats, Municipalities & Co-operative Societies",,"2020-06-25 03:39:58",NULL,"A"
"4248","89","549","Lesson 10: Administrative Relations",,"2020-06-25 03:40:15",NULL,"A"
"4249","89","550","Indian Contract Act, 1872","<p>Lesson 1: Formation of a valid contract<br />
Lesson 2: Standard Form Contracts<br />
Lesson 3: Consideration<br />
Lesson 4: Privity of Contracts<br />
Lesson 5: Promissory Estoppel<br />
Lesson 6: Capacity to contract<br />
Lesson 7: Free Consent<br />
Lesson 8: Coercion<br />
Lesson 9: Undue Influence<br />
Lesson 10: Fraud<br />
Lesson 11: Misrepresentation<br />
Lesson 12: Mistake<br />
Lesson 13: Agreements against Public Policy<br />
Lesson 14: Wagering Agreements<br />
Lesson 15: Contingent Contracts<br />
Lesson 16: Performance of Contracts<br />
Lesson 17: Anticipatory Breach of Contract<br />
Lesson 18: Joint Liability in Contracts<br />
Lesson 19: Performance of Reciprocal Promises<br />
Lesson 20: Time is the essence of contracts<br />
Lesson 21: Appropriation of Payments<br />
Lesson 22: Frustration of Contract<br />
Lesson 23: Discharge of Contract<br />
Lesson 24: Waiver<br />
Lesson 25: Quasi-Contracts<br />
Lesson 26: Quantum Meruit<br />
Lesson 27: Breach of a Contract<br />
Lesson 28: Contract of Indemnity<br />
Lesson 29: Contract of Guarantee<br />
Lesson 30: Rights of Surety<br />
Lesson 31: Bailment<br />
Lesson 32: Pledge<br />
Lesson 33: Law of Agency<br />
Lesson 34: Del Credere Agents</p>

<p>Topic-wise assignments for this module- 150-200 MCQs (indicative)</p>","2020-09-07 04:09:36",NULL,"A"
"4250","89","550","Indian Partnership Act, 1932","<p>Lesson 1: Introduction to the Indian Partnership Act<br />
Lesson 2: Relationship between Partners (Rights &amp; Duties)<br />
Lesson 3: Relation of Partners with third parties<br />
Lesson 4: Minor&rsquo;s position to benefits of a Partnership<br />
Lesson 5:Types of Partners&nbsp;<br />
Lesson 6:Incoming &amp; outgoing partners<br />
Lesson 7:Dissolution of a Partnership&nbsp;</p>

<p>Topic-wise assignments for this module- 100 MCQs (indicative)</p>","2020-09-07 04:11:03",NULL,"A"
"4251","89","550","Specific Relief Act, 1963","<p>Lesson 1: Introduction to Specific Relief Act<br />
Lesson 2: Insights on Specific Relief Amendment Act, 2018<br />
Lesson 3: Recovering Possession of Property<br />
Lesson 4: Specific Performance of Contracts- an Insight<br />
Lesson 5: Specific Performance of Contracts &amp; their enforceability<br />
Lesson 6: Rectification of Instruments<br />
Lesson 7: Rescission of Contracts<br />
Lesson 8: Cancellation of Instruments<br />
Lesson 9: Declaratory Decrees<br />
Lesson 10: Preventive Relief</p>

<p>Topic-wise assignments for this module- 100-150 MCQs (indicative)</p>","2020-09-07 04:11:24",NULL,"A"
"4252","89","551","Indian Penal Code, 1860 (Chapters I, II, III, IV, V, VA, VI, IX, XVII, XXI, XXII, XXIII)","<p>Lesson 1: Principles of Criminal Liability<br />
Lesson 2: Essential Elements of Crime<br />
Lesson 3: Kinds of Punishment<br />
Lesson 4: General Exceptions under the IPC<br />
Lesson 5: Mistake of Fact under IPC<br />
Lesson 6: Judicial Acts as a defence<br />
Lesson 7: Accident and Necessity as Defence<br />
Lesson 8: Infancy as a Defence<br />
Lesson 9: Insanity as a Defence<br />
Lesson 10: Intoxication as a Defence<br />
Lesson 11: Consent as a Defence<br />
Lesson 12: Private Defence<br />
Lesson 13: Abetment<br />
Lesson 14: Criminal Conspiracy<br />
Lesson 15: Sedition<br />
Lesson 16: Theft<br />
Lesson 17: Extortion<br />
Lesson 18: Robbery<br />
Lesson 19: Dacoity<br />
Lesson 20: Criminal Misappropriation of Property<br />
Lesson 21: Criminal Breach of Trust<br />
Lesson 22: Receiving Stolen Property<br />
Lesson 23: Cheating<br />
Lesson 24: Mischief<br />
Lesson 25: Criminal Trespass<br />
Lesson 26: Forgery<br />
Lesson 27: Defamation<br />
Lesson 28: Criminal intimidation, insult and annoyance</p>

<p>Topic-wise assignments for this module- 150-200 MCQs (indicative)</p>","2020-09-07 04:13:02",NULL,"A"
"4253","89","551","Code of Criminal Procedure, 1973","<p>Lesson 1: Understanding the meaning of important definitions<br />
Lesson 2: Functionaries under CrPC<br />
Lesson 3: Constitution and Classes of Criminal Courts<br />
Lesson 4: Bailable and Non-bailable offence<br />
Lesson 5: Bails &amp; Anticipatory Bails<br />
Lesson 6: Difference between Cognizable Offence &amp; Non-cognizable offence&nbsp;<br />
Lesson 7: Search Warrant<br />
Lesson 8: Trial<br />
Lesson 9: Summary trials<br />
Lesson 10: Reference and Revision</p>

<p>Topic-wise assignments for this module- 100 MCQs (indicative)</p>","2020-09-07 04:14:42",NULL,"A"
"4254","89","551","Law of Evidence – Indian Evidence Act, 1872","<p>Lesson 1: Extent &amp; applicability of the Law of Evidence<br />
Lesson 2: Facts, facts in issue &amp; relevant facts<br />
Lesson 3: Direct &amp; circumstantial evidence<br />
Lesson 4: Documentary evidence<br />
Lesson 5: Presumptions as to documents<br />
Lesson 6: Burden of proof</p>

<p>Topic-wise assignments for this module- 100 MCQs (indicative)</p>","2020-09-07 04:15:00",NULL,"A"
"4255","89","551","Code of Civil Procedure, 1908","<p>(Part I, Part II, Part III, Part IV, Part V, Part VII, Schedule I)</p>

<p>Lesson 1: Overview of the course &amp; introduction to CPC<br />
Lesson 2: Section 1 and 2 of CPC<br />
Lesson 3: Decree and Order<br />
Lesson 4: Definition of CPC<br />
Lesson 5: Definition: Pleaders &amp; Judgment<br />
Lesson 6: Revenue Courts &amp; Small Causes Courts<br />
Lesson 7: Introduction to Jurisdiction<br />
Lesson 8: Pecuniary Jurisdiction<br />
Lesson 9: Section 16 and 17<br />
Lesson 10: Sections 18 and 19<br />
Lesson 11: Section 20<br />
Lesson 12: Objection to Jurisdiction<br />
Lesson 13: Transfer of Cases<br />
Lesson 14: Res Sub Judice<br />
Lesson 15: Introduction to Res Judicata<br />
Lesson 16: Res Judicata continued<br />
Lesson 17: Explanation to Section 11-Part 1<br />
Lesson 18: Explanation to Section 11-Part 2<br />
Lesson 19: Res Judicata conclusion<br />
Lesson 20: Institution of a suit<br />
Lesson 21: Return &amp; rejection of a plaint<br />
Lesson 22: Written Statement<br />
Lesson 23: Foreign Judgment<br />
Lesson 24: Caveat<br />
Lesson 25: Interpleader Suit<br />
Lesson 26: Precept<br />
Lesson 27: Order 2 Rule 2<br />
Lesson 28: Pleadings<br />
Lesson 29: Issue of Summons<br />
Lesson 30: Service of Summons<br />
Lesson 31: Amendment of the Pleadings<br />
Lesson 32: Representative Suits<br />
Lesson 33: Impleadment of Parties<br />
Lesson 34: Order 1: Joinder, mis-joinder and non-joinder<br />
Lesson 35: Order 9<br />
Lesson 36: Order 9, Rule 13<br />
Lesson 37: Adjournments<br />
Lesson 38: Order X and ADR<br />
Lesson 39: Discovery and inspection<br />
Lesson 40: Disposal of suit on first hearing<br />
Lesson 41: Settlement of issues<br />
Lesson 42: Admissions<br />
Lesson 43: Production, impounding and return of documents<br />
Lesson 44: Production of documents<br />
Lesson 45: Summoning of witnesses<br />
Lesson 46: Order XVI<br />
Lesson 47: Judgement and Decree<br />
Lesson 48: Order XIX<br />
Lesson 49: Costs and Interest<br />
Lesson 50: Order XXIV</p>

<p>Topic-wise assignments for this module- 200-250 MCQs (indicative)</p>","2020-09-07 04:15:49",NULL,"A"
"4256","89","552","Administrative Law and Principles of Natural Justice","<p>Lesson 1: Principles of Natural Justice<br />
Lesson 2: Delegated Legislation &amp; its constitutionality<br />
Lesson 3: Judicial review of administrative action<br />
Lesson 4: Public Interest Litigation&nbsp;<br />
Lesson 5: Legal aid</p>

<p>Topic-wise assignments for this module- 50-100 MCQs (indicative)</p>","2020-09-07 04:16:26",NULL,"A"
"4257","89","552","Jurisprudence and Interpretation of Statutes","<p>Lesson 1: Basic rules of interpretation<br />
Lesson 2: Rules of Construction<br />
Lesson 3: Internal aids to construction<br />
Lesson 4: External aids to construction<br />
Lesson 5: Interpretation of the Constitution<br />
Lesson 6: Beneficial &amp; Harmonious Construction<br />
Lesson 7: Introduction to Jurisprudence<br />
Lesson 8: Legislation as a source of law<br />
Lesson 9: Precedents as a source of law<br />
Lesson 10: Sources of Law<br />
Lesson 11: Construction of Taxing Statutes</p>","2020-09-07 04:17:07",NULL,"A"
"4258","89","552","Important Latin terms and maxims","<p>Lesson 1: Important Latin terms &amp; maxims</p>","2020-07-21 07:47:56",NULL,"A"
"4259","89","553","Law of Torts and Consumer Protection Act, 2019","<p>Lesson 1: Strict &amp; Absolute Liability<br />
Lesson 2: Vicarious Liability<br />
Lesson 3: Liability of State in torts<br />
Lesson 4: Negligence<br />
Lesson 5: General defences<br />
Lesson 6: Consumer Protection Act: A brief history<br />
Lesson 7: Consumer Protection Act: Aims &amp; Objectives, definition &amp; rights of a consumer<br />
Lesson 8: What is a Complaint &amp; the procedure for filing the same<br />
Lesson 9: New Amendments to the 1986 Act<br />
Lessons 10-12: Bare Act Provisions</p>

<p>Topic-wise assignments for this module- 100-150 MCQs (indicative)</p>","2020-09-07 04:18:11",NULL,"A"
"4260","89","553","Arbitration and Conciliation Act, 1996","<p>(Part I, Part III, Part IV)</p>

<p>Lesson 1: Introduction to the concept of ADR<br />
Lesson 2: Salient Features of the Arbitration &amp; Conciliation Act<br />
Lesson 3: Latest Amendments to the Act<br />
Lesson 4: Understanding the various modes of ADR and the difference between them<br />
Lesson 5: The Arbitral Process<br />
Lesson 6: Actors involved in the Arbitral Process<br />
Lesson 7: Powers of the Arbitrator<br />
Lesson 8: The Arbitral Award&nbsp;<br />
Lesson 9: Introduction to the concepts of Conciliation</p>

<p>Topic-wise assignments for this module- 50-100 MCQs (indicative)</p>","2020-09-07 04:18:48",NULL,"A"
"4261","89","553","Transfer of Property Act, 1882","<p>(Chapter III, Chapter IV, Chapter V)<br />
&nbsp;<br />
Lesson 1: Sale of immovable property<br />
Lesson 2: Mortgage &amp; its types<br />
Lesson 3: Right of redemption &amp; Foreclosure<br />
Lesson 4: Marshalling, Contribution &amp; Subrogation<br />
Lesson 5: Lease of Immovable Property &amp; License</p>

<p>Topic-wise assignments for this module- 50-100 MCQs (indicative)</p>","2020-09-07 04:21:05",NULL,"A"
"4262","89","553","Law of Trusts - The Indian Trusts Act, 1882","<p>Lesson 1: Introduction to the Law of Trust<br />
Lesson 2: Creation of Trust<br />
Lesson 3: Duties &amp; Liabilities of a Trustee</p>","2020-09-07 04:20:59",NULL,"A"
"4266","91","558","Module 1: Anatomy of a contract","<p>Introduction to parts of a contract<br />
Contract Drafting Checklist&nbsp;<br />
Roadmap for learning contract drafting skills</p>","2020-07-08 09:07:33",NULL,"A"
"4268","91","558","Module 2: Operative Clauses in a Contract","<p>Title, recitals, definition and interpretation clauses<br />
Representations and Warranties clauses and covenants<br />
Conditions Precedent, Conditions Subsequent and Completion<br />
How to Draft Obligations and Payment Clauses in Any Contract<br />
Term, termination, renewal and survival clauses<br />
Assignment and Change of Control Clauses</p>","2021-10-01 02:04:26",NULL,"A"
"4269","91","558","Module 3: ‘Boilerplate’ clauses - not so boilerplate anymore","<p>Confidentiality, non-compete, non-solicit and exclusivity clauses<br />
Waiver, Variation and Severability clauses<br />
Indemnity and Limitation of Liability clauses<br />
Notice and communication clauses</p>","2021-10-01 02:04:37",NULL,"A"
"4270","91","558","Module 4: Dispute Resolution","<p>Breach and enforcement related clauses<br />
Governing Law, Jurisdiction, Dispute Resolution and Arbitration<br />
How to draft a notice of breach under the contract&nbsp;<br />
How to draft a notice of commencement of arbitration&nbsp;<br />
Settlement Agreement</p>

<p><strong>Templates of the above notices and settlement agreement</strong></p>","2021-10-01 02:04:47",NULL,"A"
"4271","91","558","Module 5: Contract Presentation and Review","<p>Basic guidelines for drafting<br />
Formatting Strategies and Techniques<br />
Advanced Guidelines for Contract Drafting and Contract Review</p>","2021-10-01 02:04:59",NULL,"A"
"4272","91","558","Module 6: Contract Negotiation","<p>Common Negotiation Techniques and Pitfalls<br />
Hostage Negotiation Techniques and Business Applications<br />
Negotiation Case Studies<br />
How to negotiate commercial leases</p>","2021-10-01 02:05:12",NULL,"A"
"4273","91","558","Module 7: Key Business Agreements","<p>Non-Disclosure Agreements<br />
MOUs&nbsp;<br />
Employment Agreements<br />
Consultancy and Services Agreements<br />
License Agreements<br />
Amendment Agreements<br />
Co-founders Agreement<br />
Partnership Deed<br />
Leave and License and Lease Agreements<br />
Templates of all the above</p>","2021-10-01 02:05:22",NULL,"A"
"4274","91","558","Module 8 [Bonus Module]: Tools to get contract drafting work","<p>How to get paid contract drafting work for startups<br />
Examples of work that you can perform for startups<br />
How to create a roadmap for a potential client?<br />
Questions to ask a potential client before performing drafting work</p>","2022-08-08 04:00:12",NULL,"A"
"4275","92","559","Module 1: Concepts for Frequently Performed Company Law Work in Law Firms and In-House Jobs","<p>Chapter: Types of companies: OPC, private and public<br />
Chapter: How to draft a memorandum of association<br />
Chapter: How to draft articles of association<br />
Chapter: How to alter memorandum and articles of association<br />
Chapter: Types of securities&nbsp;<br />
Chapter: Appointment of directors<br />
Chapter: Different types of directors<br />
Chapter: Independent directors<br />
Chapter: Rights issues<br />
Template: Letter of offer<br />
Chapter: Private placements of securities<br />
Template: Offer cum application form<br />
Chapter: Transfer of shares</p>","2020-07-22 08:38:51",NULL,"A"
"4276","92","559","Module 2: How to act for a company: Resolutions and authorizations for board and shareholder meetings","<p>Chapter: Decision making in companies: Board meetings<br />
Chapter: Shareholder meetings: legal and governance aspects<br />
Chapter: Related party transactions under the Companies Act, 2013<br />
Chapter: Appointment, Resignation and Removal of Directors<br />
Checklist: Holding board meetings by videoconferencing<br />
Checklist: Holding an annual general meeting</p>","2021-06-11 12:53:33",NULL,"A"
"4277","92","559","Module 3: Introduction to M&A structures and transactions","<p>Chapter: M&amp;A structures and how to choose and optimal structure<br />
Chapter: How to draft an Asset Purchase Agreement<br />
Template: Asset Purchase Agreement<br />
Chapter: How to draft a Business Transfer Agreement<br />
Template: Business Transfer Agreement<br />
Chapter: How to draft a scheme of arrangement for mergers<br />
Template: Scheme of Amalgamation<br />
Chapter: How to obtain dispensation from conducting meetings of members and creditors<br />
Chapter: How to draft a petition for approval of scheme of arrangement<br />
Template: Application to NCLT for dispensation form holding meetings of members and creditors<br />
Template: Petition to NCLT for approving a scheme of arrangement</p>

<p>&nbsp;</p>","2020-07-10 09:22:02",NULL,"A"
"4278","92","559","Module 4: Handling investment transactions","<p>Chapter: Introduction to share acquisitions<br />
Chapter: Stages of raising investment<br />
Chapter: All you need to know about term sheets<br />
Template: Term sheet<br />
Chapter: Steps in due diligence of an M&amp;A transaction&nbsp;<br />
Template: Requisition list for an M&amp;A transaction<br />
Chapter: Role of lawyers, bankers &amp; compliance professionals in an M&amp;A transaction<br />
Chapter: Shareholders Agreements<br />
Template: Shareholders Agreement -1<br />
Template: Shareholders Agreement - 2<br />
Chapter: How to draft a share purchase agreement<br />
Chapter: How to draft a share subscription agreement<br />
Template: Share Purchase Agreement&nbsp;<br />
Template: Share subscription agreement</p>

<p>&nbsp;</p>","2020-07-10 09:22:24",NULL,"A"
"4279","92","559","Module 5: Introduction to Contract Drafting","<p>Chapter: Employment Agreements&nbsp;<br />
Chapter: Understanding Non- Disclosure Agreements<br />
Template: Employment Agreement<br />
Template: Non- Disclosure Agreement</p>","2021-06-11 12:56:05",NULL,"A"
"4280","92","559","Module 6: How to raise debt finance","<p>Chapter: Types of Standard facilities<br />
Chapter: Financing documents<br />
Chapter: Security documents<br />
Template: Single Bank Loan Agreement<br />
Template: Syndicate Loan Agreement<br />
Chapter: Introduction to IBC<br />
Chapter: Recovery litigation under RDBA<br />
Chapter: Recovery litigation under SARFAESI<br />
Note: How to decide whether to invoke SARFAESI, RDBA or IBC</p>","2021-06-11 12:57:00",NULL,"A"
"4281","92","559","Bonus Module: Competition law","<p>Chapter: Introduction to merger control regime in India<br />
Chapter: Types of combinations<br />
Chapter: Key terms of merger control regime<br />
Template: Form I<br />
Template: Form II<br />
Chapter: Concept of control<br />
Chapter: Concept of relevant market<br />
Chapter: Concept of appreciable adverse effect on competition&nbsp;</p>","2021-06-11 12:58:26",NULL,"A"
"4282","90","554","Reading Comprehension","<p>- How to excel in Reading Comprehension<br />
- RC Inference&nbsp;<br />
- RC Main Idea<br />
- RC Tones</p>","2020-07-14 08:39:23",NULL,"A"
"4283","90","554","Parts of Speech","<p>- Nouns&nbsp;<br />
- Adjectives<br />
- Pronoun&nbsp;<br />
- Verb&nbsp;<br />
- Adverb&nbsp;<br />
- Preposition&nbsp;<br />
- Conjunction&nbsp;</p>","2020-07-14 08:40:05",NULL,"A"
"4284","90","554","Tenses","<p>- Present Tense&nbsp;<br />
- Past Tense&nbsp;<br />
- Future Tense</p>","2020-07-14 08:40:27",NULL,"A"
"4285","90","554","Transformation of Sentences : Active & Passive Voice",,"2020-07-14 08:40:37",NULL,"A"
"4286","90","554","Sentence Correction",,"2020-07-14 08:41:16",NULL,"A"
