"id","course_id","course_program_name","program_overview_order","program_overview_selected","selected_ids","status","createdOn","updatedOn"
"39","15","Program Overview","""""","{""program_overview"":[{""refId"":6,""icon"":""anecdotal-discussions-by-our-industrial-1615178945.svg"",""txt"":""Anecdotal discussions by our industrial academia panel about their experience in similar transactions."",""allowed"":1},{""refId"":143,""icon"":""onlineclass-2-1622272133.svg"",""txt"":""Exercises & live classes on the latest trademark developments in the industry and discussions on concepts related to licensing, prosecution as well as litigation of trademarks."",""allowed"":1},{""refId"":144,""icon"":""school-1622272155.svg"",""txt"":""Simulation exercises that include practical perspectives, and strategies for dealing with various trademark disputes related to unauthorized use, comparative advertising, infringement, passing off, etc."",""allowed"":1},{""refId"":145,""icon"":""live-drafting-classes-of-relevant-contracts-1622272248.svg"",""txt"":""Development of key practical skills like calculating damages for trademark infringements, understanding commercial aspects of trademark transactions, acting on behalf of large brands or labels, and enforcing trademarks."",""allowed"":1},{""refId"":146,""icon"":""simulation-case-studies-on-preparing-1622272275.svg"",""txt"":""Live drafting classes for various documents, petitions, applications, and contracts for monetization of trademarks."",""allowed"":1},{""refId"":232,""icon"":""witness-1637043552.svg"",""txt"":""Many of these skills are internationally relevant so doing this course has opened doors for doing international freelance work for many people, especially when combined with our courses like US Corporate Law or International Business Laws."",""allowed"":1}]}","""6,143,144,145,146,232""","A","2021-05-29 12:42:41","2023-06-05 20:06:52"
"40","138","Program Overview",NULL,NULL,NULL,"A","2021-05-31 13:23:50",NULL
"41","13","Program Overview","null","{""program_overview"":[{""refId"":111,""icon"":""additional-readings-on-the-latest-1622264575.svg"",""txt"":""Anecdotal discussions by our industrial academia panel about their experience in similar proceedings."",""allowed"":1},{""refId"":113,""icon"":""survey-1622264866.svg"",""txt"":""Simulation exercises based upon actual cases and recent developments."",""allowed"":1},{""refId"":155,""icon"":""school-1622529588.svg"",""txt"":""Live drafting of documents like statement of defence & counterclaim, application for execution of award etc"",""allowed"":1},{""refId"":156,""icon"":""meeting-1-1622529613.svg"",""txt"":""Detailed study on recent amendments, and discussions on how they redefined and refined the arbitration proceedings in India"",""allowed"":1},{""refId"":157,""icon"":""complete-coverage-of-different-concepts-1622529661.svg"",""txt"":""Additional readings on case laws, practical procedures, latest developments and controversies in the field of arbitration"",""allowed"":1}]}","""111,113,155,156,157""","A","2021-06-01 12:08:26","2021-06-01 12:06:15"
"42","75","Program Overview","null","{""program_overview"":[{""refId"":158,""icon"":""school-1622545009.svg"",""txt"":""simulation exercises on various banking and finance transaction like working capital facilities, various recovery mechanisms which can be deployed by the banks such as securitisation, approaching the Debt Recovery Tribunal, initiating insolvency under the Insolvency and Bankruptcy Code, filing and strategizing the process of recovery for different types of borrowers etc"",""allowed"":1},{""refId"":159,""icon"":""survey-1622545062.svg"",""txt"":""Exercises and sessions related to various regulations applicable to banks for determining their role and the boundaries within which they should operate for the purpose of various transactions such as lending, foreign direct investment, guarantees etc"",""allowed"":1},{""refId"":160,""icon"":""simulation-case-studies-around-advising-the-builders-1622545120.svg"",""txt"":""Complete overview of financing facilities, money recovery mechanisms under SARFAESI, DRT and IBC, how fintech entities operate as well as the regulations applicable to the fintech entities and which regulations apply to banks and NBFCs and also about the specific directions of RBI on banking activities"",""allowed"":1},{""refId"":161,""icon"":""additional-readings-on-the-latest-developments-1622545149.svg"",""txt"":""There will be exercises related to drafting of obligation and payment related clauses, enforcement related clauses, clauses of a syndicate loan agreement and clauses are specifically used in the lending agreements"",""allowed"":1}]}","""158,159,160,161""","A","2021-06-01 16:31:05",NULL
"43","76","Program Overview","""""","{""program_overview"":[{""refId"":6,""icon"":""anecdotal-discussions-by-our-industrial-1615178945.svg"",""txt"":""Anecdotal discussions by our industrial academia panel about their experience in similar transactions."",""allowed"":1},{""refId"":162,""icon"":""additional-readings-on-the-latest-developments-1622548205.svg"",""txt"":""Covers the basics of drafting contracts, petitions, complaints etc. and other documents essential in law practice"",""allowed"":1},{""refId"":163,""icon"":""live-drafting-classes-of-technology-contracts-such-1622548280.svg"",""txt"":""Live drafting sessions for contracts and other legal documents"",""allowed"":1},{""refId"":164,""icon"":""reviewing-a-term-sheet--transactional-documents-1622548325.svg"",""txt"":""Simulation exercises based on real life situations"",""allowed"":1},{""refId"":165,""icon"":""inline-evaluations-of-the-submitted-assignments-1622548380.svg"",""txt"":""In-line evaluations and personal feedback on the submitted assignments"",""allowed"":1}]}","""6,162,163,164,165""","A","2021-06-01 17:25:47","2023-03-07 12:03:32"
"44","140","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""Ofline basecamps for networking-1599708702.png"",""txt"":""This course is for those who want to learn how to get remote international opportunities from fast growing startups in the USA."",""allowed"":1},{""refId"":2,""icon"":""Personalised resume feedback-1599708675.png"",""txt"":""Whether you are a beginner, intermediate or already have some expertise & experience in the field of US Corporate law but want to acquire mastery, we will take care of your learning needs. For absolute beginners we have special classes to bring them up to the mark."",""allowed"":1},{""refId"":3,""icon"":""reviewing-a-term-sheet--transactional-documents-1615179013.svg"",""txt"":""We do not teach bare acts, theories and case studies of US Corporate law in this course beyond passing references where you need to know. The focus is on practical skills so you can do real work\/freelancing work that is done in companies, startups, MNCs. For that, whatever you need to learn, we will teach you."",""allowed"":1},{""refId"":4,""icon"":""additional-readings-on-the-latest-1615178800.svg"",""txt"":""In 24 weeks, master 50+ most important and most sought-after professional skills"",""allowed"":1},{""refId"":5,""icon"":""exercises-on-current-transactions-1615178970.svg"",""txt"":""The focus here is on practically facing the real-time scenarios on the work available in the market, getting that evaluated and improving on the same. "",""allowed"":1},{""refId"":6,""icon"":""anecdotal-discussions-by-our-industrial-1615178945.svg"",""txt"":""Learn the most important skills required to have a flourishing freelancing career"",""allowed"":1},{""refId"":7,""icon"":""complete-coverage-of-different-concepts-1615178924.svg"",""txt"":""Learn to draft important legal documents like Employment Contracts, ESOP etc. with the use of template"",""allowed"":1},{""refId"":8,""icon"":""development-of-key-practical-skills-1615178900.svg"",""txt"":""Attend two live sessions a week for 6 months, and work on realistic assignments that you will face in real-time situations."",""allowed"":1},{""refId"":9,""icon"":""simulation-case-studies-on-preparing-1615178878.svg"",""txt"":""Also, get trained on how to do paralegal work to assist top USA law firms and corporate legal department"",""allowed"":1},{""refId"":10,""icon"":""live-drafting-classes-of-key-agreements-1615178859.svg"",""txt"":""Get internships, freelance work and jobs based on skills discussed in class."",""allowed"":1},{""refId"":11,""icon"":""learn-how-to-respond-to-notices-by-1615178209.svg"",""txt"":""CA\/CS\/Legal professionals\/Freshers who are struggling to earn well or get a well-paid job, this course can really help you. Learning professional skills can rapidly change your earning potential."",""allowed"":1},{""refId"":15,""icon"":""3-live-sessions-a-week-1615178515.svg"",""txt"":""Get access to 200+ high quality templates that you can actually use to work with clients"",""allowed"":1}]}","""1,2,3,4,5,6,7,8,9,10,11,15""","A","2021-06-11 20:48:24","2023-06-27 12:06:56"
"45","141","Program Overview",NULL,NULL,NULL,"A","2021-06-25 19:42:03",NULL
"46","142","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""Ofline basecamps for networking-1599708702.png"",""txt"":""Develop Key Practical Skills to understand US Laws and regulatory landscape in the US to work remotely in the US Market."",""allowed"":1},{""refId"":2,""icon"":""Personalised resume feedback-1599708675.png"",""txt"":""Learn the most important US Technology related legal skills required to have a flourishing legal freelancing career. "",""allowed"":1},{""refId"":3,""icon"":""reviewing-a-term-sheet--transactional-documents-1615179013.svg"",""txt"":""We do not teach bare acts, theories and case studies of US Technology Laws in this course beyond passing references where you need to know. The focus is on practical skills so you can do real work\/freelancing work that you can do for US Lawyers, Law firms and Technology Companies & Startups. For that, whatever you need to learn, we will teach you."",""allowed"":1},{""refId"":4,""icon"":""additional-readings-on-the-latest-1615178800.svg"",""txt"":""In 24 weeks, master 40+ most important and most sought-after legal skills to excel as a US Technology Lawyer or Paralegal."",""allowed"":1},{""refId"":5,""icon"":""exercises-on-current-transactions-1615178970.svg"",""txt"":""The focus here is on practically facing the real-time scenarios on the work available in the market, getting that evaluated and improving on the same."",""allowed"":1},{""refId"":6,""icon"":""anecdotal-discussions-by-our-industrial-1615178945.svg"",""txt"":""We will teach you how to draft Major Technology Agreements and User Facing Agreements (Policies) like Software as a Service Agreements, software licensing agreements, Technology Transfer Agreements, Privacy Policies, Cookie Policies, Data Processing Agreements, Data Sharing Agreements etc. "",""allowed"":1},{""refId"":7,""icon"":""complete-coverage-of-different-concepts-1615178924.svg"",""txt"":""We will teach you how to consult on key legal issues across various Technology Industries like Software Development and cloud services, Fintech, E-commerce, Social Media and other consumer internet companies etc. "",""allowed"":1},{""refId"":8,""icon"":""development-of-key-practical-skills-1615178900.svg"",""txt"":""We will teach you how to consult Technology Companies working in Web 3 Technologies like Blockchain, Cryptocurrencies, Artificial Intelligence, Autonomous Driving, Augmented Reality, Metaverse etc. and have a chance to work on the next frontier of technology regulation. "",""allowed"":1}]}","""1,2,3,4,5,6,7,8""","A","2021-06-26 12:30:17","2023-06-29 17:06:49"
"47","143","Program Overview","""""","{""program_overview"":[{""refId"":4,""icon"":""additional-readings-on-the-latest-1615178800.svg"",""txt"":""This course caters to seasoned lawyers, law students, and legal professionals seeking to expand their expertise in Intellectual Property law. The course offers a comprehensive understanding of the pivotal role of branding and trademarks in shaping a business's identity and reputation."",""allowed"":1},{""refId"":42,""icon"":""learn-how-to-conduct-disciplinary-proceedings-1615186170.svg"",""txt"":""With a focus on media, finance, sports, fashion, pharmaceuticals, and more, the course opens up opportunities across a wide range of industries. Aspiring IP lawyers, tech and advertising lawyers, entrepreneurs, and business leaders in brand-centric companies will find the course invaluable for career advancement."",""allowed"":1},{""refId"":74,""icon"":""complete-and-step-by-step-coverage-of-corporate-1622206659.svg"",""txt"":""The course offers step-by-step procedures for trademark and design registrations, enabling students to navigate objections, disputes, and cancellations effectively. The course delves into IP licensing, providing strategies for businesses to monetize their intellectual property, driving growth and revenue."",""allowed"":1},{""refId"":99,""icon"":""live-drafting-classes-and-assignments-1622262364.svg"",""txt"":""The course provides practical exercises and live online classes, ensuring students can apply their knowledge effectively in real-world scenarios."",""allowed"":1},{""refId"":117,""icon"":""school-1622266190.svg"",""txt"":""The course provides historical insights into how trademarks have evolved alongside globalization, becoming indispensable in the contemporary global economy. Through practical examples, the course imparts the skills needed to build trust, enhance market value, and command premium pricing for products and services."",""allowed"":1}]}","""4,42,74,99,117""","A","2021-06-30 13:37:23","2023-10-06 17:10:32"
"48","145","Program Overview","""""","{""program_overview"":[{""refId"":10,""icon"":""live-drafting-classes-of-key-agreements-1615178859.svg"",""txt"":""This course will provide you with a profound understanding of the Media and Entertainment sector in India. You will delve into the intricacies of an industry that is projected to grow to Rs 2,660.20 billion by the financial year 2022-23."",""allowed"":1},{""refId"":31,""icon"":""development-of-key-practical-skills-like-1615181250.svg"",""txt"":""The course will hone your skills in drafting critical contracts for content acquisition, licensing, endorsements, and other essential services. You'll be prepared to handle a significant volume of legal work generated by the industry."",""allowed"":1},{""refId"":42,""icon"":""learn-how-to-conduct-disciplinary-proceedings-1615186170.svg"",""txt"":""By completing this course, you'll be poised to identify and pursue promising career paths in media and entertainment law. Whether it's coveted in-house roles at production houses, tech firms, or boutique law firms specialising in this field, this course opens doors to a range of opportunities."",""allowed"":1},{""refId"":51,""icon"":""learn-grammar-from-the-basic-to-1615184207.svg"",""txt"":""Gain expertise in navigating the transformative shift towards digital content consumption. The course equips you with the skills needed to thrive in the age of subscription-based entertainment platforms and the creation of original content."",""allowed"":1},{""refId"":52,""icon"":""build-your-competence-in-english--1615184532.svg"",""txt"":""Through this course, you'll develop a comprehensive understanding of the legal framework and compliance requirements that govern various forms of media, including print, digital, radio, and television."",""allowed"":1},{""refId"":201,""icon"":""study-1636550051.svg"",""txt"":""As India's advertising revenue is set to soar to Rs 1,232.70 billion in FY23, this course provides essential knowledge about the legal intricacies governing advertising in the media and entertainment industry."",""allowed"":1},{""refId"":223,""icon"":""skills-1-1637042413.png"",""txt"":""In essence, this course offers a comprehensive program that empowers you with practical expertise in contract drafting, licensing, intellectual property, and compliance within the ever-evolving media and entertainment industry. You will emerge well-prepared to excel in this dynamic and thriving field."",""allowed"":1},{""refId"":232,""icon"":""witness-1637043552.svg"",""txt"":""The course offers a unique focus on the regional content space, which has distinct dynamics compared to the Hindi and English markets. You'll gain insights into the challenges and opportunities in this emerging sector."",""allowed"":1}]}","""10,31,42,51,52,201,223,232""","A","2021-06-30 15:30:52","2023-10-06 17:10:31"
"49","147","Program Overview","""""","{""program_overview"":[{""refId"":4,""icon"":""additional-readings-on-the-latest-1615178800.svg"",""txt"":""The course is valuable for lawyers engaged in mergers, acquisitions, cross-border transactions, and structuring business agreements. It's also essential for in-house legal teams, CAs, CSs, business professionals, and government officials."",""allowed"":1},{""refId"":52,""icon"":""build-your-competence-in-english--1615184532.svg"",""txt"":""Participants will learn how competition law regulates business practices, contracts, and behavior of companies to prevent anti-competitive conduct. The course opens doors to a wide range of career opportunities, including positions in corporate law firms, in-house legal teams, think tanks, PSUs, and competition commissions."",""allowed"":1},{""refId"":156,""icon"":""meeting-1-1622529613.svg"",""txt"":""The course offers support in securing internships and jobs with reputable law firms, lawyers, and companies, especially for high-performing students. Graduates of this course can pursue careers in competition law teams, corporate law firms, in-house legal teams, think tanks, PSUs, and more. Salaries range from INR 40,000 to INR 1,35,000 per month depending on qualifications and experience."",""allowed"":1},{""refId"":199,""icon"":""training-3-1636549914.svg"",""txt"":""The course is designed by experts in the field, ensuring that participants receive industry-relevant training. It covers a wide range of topics, including mergers, anti-competitive agreements, abuse of dominant position, and more. The course employs a combination of online access to study material, hard copy modules, practical exercises, live online classes, and doubt-clearing sessions to ensure a comprehensive learning experience."",""allowed"":1}]}","""4,52,156,199""","A","2021-07-24 13:45:35","2023-10-06 17:10:48"
"50","148","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""Ofline basecamps for networking-1599708702.png"",""txt"":""Access course material 24\/7 through an online platform, with hard copy study modules for added convenience. Engage in live classes and doubt clearing sessions after regular work hours."",""allowed"":1},{""refId"":3,""icon"":""reviewing-a-term-sheet--transactional-documents-1615179013.svg"",""txt"":""Beyond IPOs, the course covers various methods of capital raising, including equity, debt, and hybrid instruments. It sheds light on less-known instruments like NCDs, CCDs, and OCDs."",""allowed"":1},{""refId"":5,""icon"":""exercises-on-current-transactions-1615178970.svg"",""txt"":""This course provides a thorough understanding of the complexities involved in taking a company public, emphasizing the transformation required for listing and the extensive planning necessary before an Initial Public Offering (IPO)."",""allowed"":1},{""refId"":31,""icon"":""development-of-key-practical-skills-like-1615181250.svg"",""txt"":""Learn to draft various petitions, appeals, applications, and affidavits filed before the Supreme Court with hands-on exercises. Hone research skills for effective case analysis. Gain expertise in briefing senior advocates through role-play simulations, preparing notes for arguments, and handling various stages of litigation."",""allowed"":1},{""refId"":42,""icon"":""learn-how-to-conduct-disciplinary-proceedings-1615186170.svg"",""txt"":""Unlock potential roles in established litigators' chambers, disputes teams of law firms, or start your own practice as an independent Advocate on Record."",""allowed"":1},{""refId"":51,""icon"":""learn-grammar-from-the-basic-to-1615184207.svg"",""txt"":""The course is tailored for lawyers seeking to excel in the Supreme Court, providing comprehensive knowledge and practical skills. "",""allowed"":1},{""refId"":52,""icon"":""build-your-competence-in-english--1615184532.svg"",""txt"":""The evolving business landscape demands lawyers with the ability to think strategically and foresee future developments. This course encourages lawyers to participate in higher-level discussions, including whether a company should go public."",""allowed"":1},{""refId"":54,""icon"":""enhance-your-english-vocabulary-1615184596.svg"",""txt"":""Professionals with expertise in pre-listing processes are highly sought after, whether by law firms or companies for in-house legal and compliance teams. The course highlights the demand for specialists in IPOs and specific debt or equity instruments."",""allowed"":1},{""refId"":58,""icon"":""develop-strong-listening-and-conversational-1615184904.svg"",""txt"":""Receive personalized attention and coaching from assigned trainers, along with detailed feedback on assignments to enhance performance."",""allowed"":1},{""refId"":102,""icon"":""complete-and-step-by-step-coverage-of-corporate-1622263065.svg"",""txt"":""The course acts as a roadmap, providing both a map and a GPS for navigating the intricate legal, financial, and commercial considerations involved in capital markets transactions."",""allowed"":1},{""refId"":105,""icon"":""live-drafting-classes-of-key-agreements-1622263288.svg"",""txt"":""The course stands out by emphasizing practical application over rote memorization of regulations. Students engage in exercises that mirror real-world scenarios, preparing them to handle actual transactions and disputes."",""allowed"":1},{""refId"":128,""icon"":""live-drafting-classes-of-relevant-contracts-1622267758.svg"",""txt"":""Move beyond theory with experiential learning, including mock tests, simulations, and real case scenarios for effective skill development."",""allowed"":1},{""refId"":130,""icon"":""onlineclass-2-1622267863.svg"",""txt"":""Learn from designated Advocates on Record and other experts in the field who have excelled in the Supreme Court."",""allowed"":1},{""refId"":199,""icon"":""training-3-1636549914.svg"",""txt"":""Learn from designated Advocates on Record and other experts in the field who have excelled in the Supreme Court."",""allowed"":1},{""refId"":216,""icon"":""computer-1637042017.svg"",""txt"":""Receive extensive training covering all four papers of the Advocate on Record examination. Practice time management, answer writing, and ethics."",""allowed"":1},{""refId"":223,""icon"":""skills-1-1637042413.png"",""txt"":""High-performing students gain access to job, internship, and assessment opportunities, with an impressive track record of placements."",""allowed"":1}]}","""1,3,5,31,42,51,52,54,58,102,105,128,130,199,216,223""","A","2021-07-24 15:46:00","2023-10-06 17:10:48"
"51","149","Program Overview","null","{""program_overview"":[{""refId"":6,""icon"":""anecdotal-discussions-by-our-industrial-1615178945.svg"",""txt"":""Anecdotal discussions by our industrial academia panel about their experience in similar transactions."",""allowed"":1},{""refId"":7,""icon"":""complete-coverage-of-different-concepts-1615178924.svg"",""txt"":""Complete coverage of key skills and concepts to ace your internships and interviews with law firms"",""allowed"":1},{""refId"":8,""icon"":""development-of-key-practical-skills-1615178900.svg"",""txt"":""Introduction to key practical skills like calculation of stamp duty, tax considerations, business considerations etc."",""allowed"":1},{""refId"":9,""icon"":""simulation-case-studies-on-preparing-1615178878.svg"",""txt"":""Simulation case studies on preparing due diligence reports and reading key transactional documents"",""allowed"":1},{""refId"":93,""icon"":""360-degree-exposure-to-different-areas-1622261280.svg"",""txt"":""360 degree exposure to different areas of the corporate law practice."",""allowed"":1},{""refId"":94,""icon"":""360-degree-exposure-to-different-areas-1622261947.svg"",""txt"":""Simulation end-to-end sample transactions created by experienced corporate lawyers."",""allowed"":1},{""refId"":97,""icon"":""live-drafting-classes-of-relevant-contracts-1622262044.svg"",""txt"":""Live drafting sessions for key commercial agreements and petitions and applications before various courts and tribunals"",""allowed"":1},{""refId"":132,""icon"":""exercises-on-current-transactions-1622267946.svg"",""txt"":""Special sessions on law firm functionalities and etiquettes, various levels of business communication, and client management"",""allowed"":1}]}","""6,7,8,9,93,94,97,132""","A","2021-07-24 17:05:55","2021-07-24 17:07:44"
"52","150","Program Overview",NULL,NULL,NULL,"A","2021-07-25 17:10:13",NULL
"53","151","Program Overview",NULL,NULL,NULL,"A","2021-07-27 18:19:49",NULL
"54","152","Program Overview","""""","{""program_overview"":[{""refId"":158,""icon"":""school-1622545009.svg"",""txt"":""simulation exercises on various banking and finance transaction like working capital facilities, various recovery mechanisms which can be deployed by the banks such as securitisation, approaching the Debt Recovery Tribunal, initiating insolvency under the Insolvency and Bankruptcy Code, filing and strategizing the process of recovery for different types of borrowers etc"",""allowed"":1},{""refId"":159,""icon"":""survey-1622545062.svg"",""txt"":""Exercises and sessions related to various regulations applicable to banks for determining their role and the boundaries within which they should operate for the purpose of various transactions such as lending, foreign direct investment, guarantees etc"",""allowed"":1},{""refId"":160,""icon"":""simulation-case-studies-around-advising-the-builders-1622545120.svg"",""txt"":""Complete overview of financing facilities, money recovery mechanisms under SARFAESI, DRT and IBC, how fintech entities operate as well as the regulations applicable to the fintech entities and which regulations apply to banks and NBFCs and also about the specific directions of RBI on banking activities"",""allowed"":1},{""refId"":161,""icon"":""additional-readings-on-the-latest-developments-1622545149.svg"",""txt"":""There will be exercises related to drafting of obligation and payment related clauses, enforcement related clauses, clauses of a syndicate loan agreement and clauses are specifically used in the lending agreements"",""allowed"":1}]}","""158,159,160,161""","A","2021-08-13 16:16:22","2021-08-13 16:08:29"
"55","153","Program Overview","""""","{""program_overview"":[{""refId"":79,""icon"":""anecdotal-discussions-by-our-industrial-1622207489.svg"",""txt"":""Anecdotal discussions by our industrial academia panel about their experience of practising at the NCLT."",""allowed"":1},{""refId"":82,""icon"":""inline-evaluations-of-the-submitted-assignments-1622207555.svg"",""txt"":""Inline evaluations of the submitted assignments and personalised feedback."",""allowed"":1},{""refId"":83,""icon"":""different-aspects-of-litigation-before-the-1622207678.svg"",""txt"":""Different aspects of litigation before the NCLT & NCLAT in a step by step manner."",""allowed"":1},{""refId"":84,""icon"":""complete-coverage-of-different-concepts-1622207700.svg"",""txt"":""Complete coverage of different concepts and laws where NCLT is an adjudicating authority viz the Companies Act 2013 and Insolvency & Bankruptcy Code 2016."",""allowed"":1},{""refId"":85,""icon"":""simulation-case-studies-around-advising-1622207836.svg"",""txt"":""Simulation exercises on transactions such as merger and acquisition, schemes of arrangement approved by the NCLT under IBC, liquidation and winding up process of the companies etc."",""allowed"":1},{""refId"":86,""icon"":""live-drafting-classes-of-relevant-contracts-1622207871.svg"",""txt"":""Live drafting of applications filed before NCLT and drafting assignments."",""allowed"":1}]}","""79,82,83,84,85,86""","A","2021-08-14 11:25:18","2021-08-14 11:08:01"
"56","154","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""Ofline basecamps for networking-1599708702.png"",""txt"":""Mentorship towards building online presence as a paralegal through various freelancing platforms as well as through sources such as LinkedIn, Twitter, etc."",""allowed"":1},{""refId"":2,""icon"":""Personalised resume feedback-1599708675.png"",""txt"":""Additional readings will be circulated along with online reading material on concepts discussed during sessions"",""allowed"":1},{""refId"":3,""icon"":""reviewing-a-term-sheet--transactional-documents-1615179013.svg"",""txt"":""We do not teach case laws and sections of specific acts or statutes in this course beyond passing references where you need to know. Focus is on practical skills so you can do real legal work that is done by paralegals in law firms, lawyer\u2019s chambers, legal departments in MNCs and over freelancing platforms. For that, whatever you need to learn, we will teach you."",""allowed"":1},{""refId"":4,""icon"":""additional-readings-on-the-latest-1615178800.svg"",""txt"":""Learn practical insights from industry experts, some of them with decades of experience, and get your doubts cleared on the spot."",""allowed"":1},{""refId"":5,""icon"":""exercises-on-current-transactions-1615178970.svg"",""txt"":""Live online guest sessions by experienced practitioners in jurisdictions outside India. Anecdotal discussions also take place regarding their specific field of expertise."",""allowed"":1},{""refId"":6,""icon"":""anecdotal-discussions-by-our-industrial-1615178945.svg"",""txt"":""Simulation exercises and assignments based on transactions that a paralegal would be dealing with on a day to day basis."",""allowed"":1},{""refId"":7,""icon"":""complete-coverage-of-different-concepts-1615178924.svg"",""txt"":""Get one-on-one feedback on templates you draft as part of the assignments you prepare. Also, you get to learn the underlying commercial aspects of various types of legal documents so that you can guide your clients effectively."",""allowed"":1},{""refId"":8,""icon"":""development-of-key-practical-skills-1615178900.svg"",""txt"":""Get internships, freelance work and jobs based on your outstanding drafting skills."",""allowed"":1},{""refId"":9,""icon"":""simulation-case-studies-on-preparing-1615178878.svg"",""txt"":""Lawyers who are struggling to earn well or get a well-paid job, this course can really help you and rapidly change your earning potential."",""allowed"":1}]}","""1,2,3,4,5,6,7,8,9""","A","2021-08-14 13:58:36","2023-06-21 15:06:05"
"57","155","Program Overview",NULL,NULL,NULL,"A","2021-08-24 14:45:34",NULL
"58","156","Program Overview",NULL,NULL,NULL,"A","2021-08-25 10:40:51",NULL
"59","157","Program Overview",NULL,NULL,NULL,"A","2021-08-27 14:51:54",NULL
"60","158","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""Ofline basecamps for networking-1599708702.png"",""txt"":""The program offers online 24\/7 access to study materials, convenient class timings, and live doubt-clearing sessions."",""allowed"":1},{""refId"":8,""icon"":""development-of-key-practical-skills-1615178900.svg"",""txt"":""The program is in collaboration with Warsaw Management University and  focuses on crucial areas of international business, with a strong emphasis on taxation and trade laws. This specialization is essential for professionals aiming to excel in the global business landscape."",""allowed"":1},{""refId"":20,""icon"":""Exercises and Training on dispute resolution of contracts involving litigation, arbitration and choosing the right fora of adjudication.-1611209015.svg"",""txt"":""The program acknowledges the shift towards remote work due to the pandemic, highlighting the opportunities for professionals to provide legal services globally, leveraging cloud-based systems and online platforms."",""allowed"":1},{""refId"":46,""icon"":""simulation-case-studies-on-compliance-1615184068.svg"",""txt"":""The program offers a European LLM degree from Warsaw Management University, a prestigious institution in Poland, at a cost comparable to an Indian LLM. This provides students with access to the European market and enhances their credibility with clients."",""allowed"":1},{""refId"":51,""icon"":""learn-grammar-from-the-basic-to-1615184207.svg"",""txt"":""Graduates of this program are well-equipped to work with multinational companies, international law firms, startups with global expansion plans, and any entity engaged in cross-border transactions. Their knowledge of multiple jurisdictions makes them highly valuable in today's globalized business environment."",""allowed"":1},{""refId"":61,""icon"":""focus-in-live-classes-on-how-company-1615199684.svg"",""txt"":""The curriculum includes practical assignments, live online classes, and assessments that simulate real-world scenarios. Students benefit from exposure to industry leaders and international experts, providing them with a unique perspective on applying legal concepts."",""allowed"":1},{""refId"":127,""icon"":""complete-and-step-by-step-coverage-of-corporate-1622267733.svg"",""txt"":""The program not only imparts knowledge in international business laws but also helps students prepare for bar exams in Canada, the US (California), and the UK (SQE). This opens up additional opportunities for legal practice in these jurisdictions."",""allowed"":1},{""refId"":132,""icon"":""exercises-on-current-transactions-1622267946.svg"",""txt"":""Students are required to complete a thesis as part of the program, showcasing their ability to conduct independent research on relevant topics in international trade and taxation. This strengthens their academic and analytical skills."",""allowed"":1}]}","""1,8,20,46,51,61,127,132""","A","2021-08-28 10:39:03","2026-01-31 12:01:01"
"61","159","Program Overview","""""","{""program_overview"":[{""refId"":6,""icon"":""anecdotal-discussions-by-our-industrial-1615178945.svg"",""txt"":""Gain comprehensive knowledge of international business laws, preparing you for a career in global legal practice. Engage in hands-on assignments and case studies to apply theoretical concepts, enhancing your problem-solving skills."",""allowed"":1},{""refId"":127,""icon"":""complete-and-step-by-step-coverage-of-corporate-1622267733.svg"",""txt"":""Acquire the skills to navigate legal systems across various countries, enabling you to facilitate seamless cross-border transactions and mergers. Develop expertise in data protection regulations, a crucial skill in today's digital landscape, making you a valuable asset for compliance needs."",""allowed"":1},{""refId"":137,""icon"":""project-1-1622270856.svg"",""txt"":""The course offers strategic advice on market entry and expansion. Leverage your knowledge to guide businesses in making informed decisions about entering new territories."",""allowed"":1}]}","""6,127,137""","A","2021-08-28 14:22:18","2026-01-31 14:01:25"
"62","160","Program Overview",NULL,NULL,NULL,"A","2021-08-28 15:40:35",NULL
"63","161","Program Overview",NULL,NULL,NULL,"A","2021-08-28 16:46:45",NULL
"64","162","Program Overview",NULL,NULL,NULL,"A","2021-08-28 17:56:09",NULL
